200,Men,Kerley,Fred,Texas A&M,20.58,20.58,6,https://www.tfrrs.org/athletes/5610159/Texas_A&M/Kerley_Fred
200,Men,Williams,Cameron,Boston U.,20.57,20.57,5,https://www.tfrrs.org/athletes/4633959/Boston_U./Williams_Cameron
200,Men,Givans,Senoj-Jay,Texas,20.88,20.88,28,https://www.tfrrs.org/athletes/4672791/Texas/Givans_Senoj-Jay
200,Men,Harris,Kevin,Arkansas,21.01,21.01,39,https://www.tfrrs.org/athletes/6138300/Arkansas/Harris_Kevin
200,Men,Smith,Xavier,Penn State,20.85,20.85,25,https://www.tfrrs.org/athletes/5109712/Penn_State/Smith_Xavier
200,Men,Fisher,Dusty,Boise State,21.15,21.15,74,https://www.tfrrs.org/athletes/5295947/Boise_State/Fisher_Dusty
200,Men,Fasasi,Kunle,Florida,20.96,20.96,34,https://www.tfrrs.org/athletes/5651807/Florida/Fasasi_Kunle
200,Men,Thymes,Just'N,USC,20.47,20.36,3,https://www.tfrrs.org/athletes/5159027/USC/Thymes_Just'N
200,Men,Gray,Nick,Ohio State,20.58,20.58,6,https://www.tfrrs.org/athletes/5636644/Ohio_State/Gray_Nick
200,Men,Montgomery,Kahmari,Missouri,21.21,21.03,72,https://www.tfrrs.org/athletes/5638951/Missouri/Montgomery_Kahmari
200,Men,Flournoy,Jaron,LSU,20.98,20.98,35,https://www.tfrrs.org/athletes/5674541/LSU/Flournoy_Jaron
200,Men,Acy,Tremayne,LSU,20.80,20.80,20,https://www.tfrrs.org/athletes/4674045/LSU/Acy_Tremayne
200,Women,Desrosiers,Briyahna,Texas A&M,23.62,23.62,48,https://www.tfrrs.org/athletes/5124856/Texas_A&M/Desrosiers_Briyahna
200,Women,Martin,Jada,LSU,22.92,22.85,9,https://www.tfrrs.org/athletes/4674028/LSU/Martin_Jada
200,Women,Brown,Aaliyah,Texas A&M,23.44,23.30,24,https://www.tfrrs.org/athletes/4638020/Texas_A&M/Brown_Aaliyah
200,Women,Washington,Ariana,Oregon,22.80,22.42,6,https://www.tfrrs.org/athletes/5113695/Oregon/Washington_Ariana
200,Women,Johnson,Kortnei,LSU,23.26,23.26,18,https://www.tfrrs.org/athletes/5637118/LSU/Johnson_Kortnei
